,state,district,city,latitude,longitude
534,WP,LABUAN,LABUAN,5.2891,115.1969
535,WP,LABUAN,LABUAN,5.3318,115.2339
536,WP,LABUAN,LABUAN,5.2937,115.2441
537,SABAH,BEAUFORT,BEAUFORT,5.2785,115.7155
538,SABAH,BEAUFORT,BEAUFORT,5.3988,115.8851
539,SABAH,BEAUFORT,BEAUFORT,5.1752,115.6558
540,SABAH,BEAUFORT,BEAUFORT,5.2901,115.7389
541,SABAH,BELURAN,BELURAN,5.724,117.0953
542,SABAH,BELURAN,BELURAN,5.7008,117.2422
543,SABAH,BELURAN,BELURAN,5.8887,117.4215
544,SABAH,BELURAN,BELURAN,5.7951,117.5306
545,SABAH,KENINGAU,KENINGAU,5.375,116.1947
546,SABAH,KENINGAU,KENINGAU,5.1316,116.1109
547,SABAH,KENINGAU,KENINGAU,5.2027,116.3828
548,SABAH,KENINGAU,KENINGAU,5.0837,116.2592
549,SABAH,KINABATANGAN,KINABATANGAN,5.3412,116.9476
550,SABAH,KINABATANGAN,KINABATANGAN,5.5654,117.354
551,SABAH,KINABATANGAN,KINABATANGAN,5.4451,117.8265
552,SABAH,KINABATANGAN,KINABATANGAN,5.4069,118.4307
553,SABAH,KOTA BELUT,KOTA BELUT,6.3491,116.4742
554,SABAH,KOTA BELUT,KOTA BELUT,6.4494,116.4619
555,SABAH,KOTA BELUT,KOTA BELUT,6.3511,116.556
556,SABAH,KOTA BELUT,KOTA BELUT,6.3825,116.4475
557,SABAH,KOTA KINABALU,KOTA KINABALU,5.9587,116.0825
558,SABAH,KOTA KINABALU,KOTA KINABALU,6.0257,116.1522
559,SABAH,KOTA KINABALU,KOTA KINABALU,6.0998,116.179
560,SABAH,KOTA KINABALU,KOTA KINABALU,6.0943,116.1429
561,SABAH,KOTA MARUDU,KOTA MARUDU,6.7827,117.1405
562,SABAH,KOTA MARUDU,KOTA MARUDU,6.4717,116.8329
563,SABAH,KOTA MARUDU,KOTA MARUDU,6.6491,116.7299
564,SABAH,KOTA MARUDU,KOTA MARUDU,6.6682,117.1927
565,SABAH,KUALA PENYU,KUALA PENYU,5.4317,115.4671
566,SABAH,KUALA PENYU,KUALA PENYU,5.4501,115.5368
567,SABAH,KUALA PENYU,KUALA PENYU,5.486000000000001,115.5889
568,SABAH,KUALA PENYU,KUALA PENYU,5.5414,115.5594
569,SABAH,KUALA PENYU,KUALA PENYU,5.5575,115.5686
570,SABAH,KUALA PENYU,KUALA PENYU,5.5689,115.5961
571,SABAH,KUDAT,KUDAT,6.7424,116.7502
572,SABAH,KUDAT,KUDAT,6.9244,116.7097
573,SABAH,KUDAT,KUDAT,6.7969,116.6665
574,SABAH,KUDAT,KUDAT,6.8433,116.8251
575,SABAH,KUDAT,KUDAT,6.8835,116.8499
576,SABAH,KUDAT,KUDAT,6.9067,116.8405
577,SABAH,KUNAK,KUNAK,4.7209,118.0433
578,SABAH,KUNAK,KUNAK,4.7517,117.9011
579,SABAH,KUNAK,KUNAK,4.7989,118.0694
580,SABAH,KUNAK,KUNAK,4.647,118.1724
581,SABAH,KUNAK,KUNAK,4.6842,118.2448
582,SABAH,KUNAK,KUNAK,4.6795,118.234
583,SABAH,LAHAD DATU,LAHAD DATU,5.0568,118.5361
584,SABAH,LAHAD DATU,LAHAD DATU,5.1867,119.0566
585,SABAH,LAHAD DATU,LAHAD DATU,5.1293,117.7492
586,SABAH,LAHAD DATU,LAHAD DATU,5.0896,118.2107
587,SABAH,LAHAD DATU,LAHAD DATU,5.0256,118.3282
588,SABAH,LAHAD DATU,LAHAD DATU,5.0274,118.3169
589,SABAH,NABAWAN,NABAWAN,5.0399,116.4458
590,SABAH,NABAWAN,NABAWAN,5.0539,116.508
591,SABAH,NABAWAN,NABAWAN,5.0542,116.3494
592,SABAH,NABAWAN,NABAWAN,4.9674,116.45200000000001
593,SABAH,NABAWAN,NABAWAN,5.045,116.4349
594,SABAH,NABAWAN,NABAWAN,5.0409,116.4267
595,SABAH,PAPAR,PAPAR,5.6987,115.977
596,SABAH,PAPAR,PAPAR,5.5986,115.9327
597,SABAH,PAPAR,PAPAR,5.7267,116.0903
598,SABAH,PAPAR,PAPAR,5.8111,116.0289
599,SABAH,PAPAR,PAPAR,5.7346,115.9307
600,SABAH,PAPAR,PAPAR,5.7308,115.9353
601,SABAH,PENAMPANG,PENAMPANG,5.9167,116.0701
602,SABAH,PENAMPANG,PENAMPANG,5.8764,116.101
603,SABAH,PENAMPANG,PENAMPANG,5.9324,116.1313
604,SABAH,PENAMPANG,PENAMPANG,5.9137,116.1085
605,SABAH,PENAMPANG,PENAMPANG,5.9146,116.09899999999999
606,SABAH,PITAS,PITAS,6.733,117.053
607,SABAH,PITAS,PITAS,6.7144,117.04899999999999
608,SABAH,PITAS,PITAS,6.707999999999999,117.0681
609,SABAH,PITAS,PITAS,6.7028,117.0441
610,SABAH,PITAS,PITAS,6.7036,117.0309
611,SABAH,PITAS,PITAS,6.7116,117.03299999999999
612,SABAH,PUTATAN,PUTATAN,5.885,116.05
613,SABAH,PUTATAN,PUTATAN,5.8916,116.0454
614,SABAH,PUTATAN,PUTATAN,5.8979,116.0457
615,SABAH,PUTATAN,PUTATAN,5.8932,116.0427
616,SABAH,PUTATAN,PUTATAN,5.897,116.0416
617,SABAH,PUTATAN,PUTATAN,5.8962,116.0403
618,SABAH,RANAU,RANAU,6.0171,116.7419
619,SABAH,RANAU,RANAU,5.9755,116.8257
620,SABAH,RANAU,RANAU,5.7446,116.8161
621,SABAH,RANAU,RANAU,5.9366,116.6774
622,SABAH,RANAU,RANAU,5.9531,116.6616
623,SABAH,RANAU,RANAU,5.9537,116.6688
624,SARAWAK,ASAJAYA,ASAJAYA,1.4772,110.6861
625,SARAWAK,ASAJAYA,ASAJAYA,1.5441,110.6569
626,SARAWAK,ASAJAYA,ASAJAYA,1.5146,110.5364
627,SARAWAK,ASAJAYA,ASAJAYA,1.5005,110.6666
628,SARAWAK,ASAJAYA,ASAJAYA,1.5407,110.5142
629,SARAWAK,ASAJAYA,ASAJAYA,1.5459,110.5236
630,SARAWAK,BAU,BAU,1.3558,110.1983
631,SARAWAK,BAU,BAU,1.4217,110.0304
632,SARAWAK,BAU,BAU,1.3376,109.98100000000001
633,SARAWAK,BAU,BAU,1.4258,110.1091
634,SARAWAK,BAU,BAU,1.4162,110.1559
635,SARAWAK,BAU,BAU,1.4235,110.1551
636,SARAWAK,BELAGA,BELAGA,3.2904,114.0719
637,SARAWAK,BELAGA,BELAGA,3.1094,113.9249
638,SARAWAK,BELAGA,BELAGA,2.8159,114.4426
639,SARAWAK,BELAGA,BELAGA,2.9284,113.7999
640,SARAWAK,BELAGA,BELAGA,3.0456,113.9158
641,SARAWAK,BELAGA,BELAGA,3.0529,113.9207
642,SARAWAK,BETONG,BETONG,1.4644,111.6233
643,SARAWAK,BETONG,BETONG,1.4105,111.6044
644,SARAWAK,BETONG,BETONG,1.314,111.5763
645,SARAWAK,BETONG,BETONG,1.4156,111.5138
646,SARAWAK,BETONG,BETONG,1.402,111.5288
647,SARAWAK,BETONG,BETONG,1.4106,111.5264
648,SARAWAK,BINTULU,BINTULU,2.7224,113.3289
649,SARAWAK,BINTULU,BINTULU,3.5972,113.3894
650,SARAWAK,BINTULU,BINTULU,3.3642,113.9771
651,SARAWAK,BINTULU,BINTULU,3.3957,113.5748
652,SARAWAK,BINTULU,BINTULU,3.1727,113.0416
653,SARAWAK,BINTULU,BINTULU,3.176,113.0413
654,SARAWAK,DALAT,DALAT,2.3534,112.1557
655,SARAWAK,DALAT,DALAT,2.6381,112.1351
656,SARAWAK,DALAT,DALAT,2.8637,111.8398
657,SARAWAK,DALAT,DALAT,2.4583,112.1948
658,SARAWAK,DALAT,DALAT,2.7439999999999998,111.9444
659,SARAWAK,DALAT,DALAT,2.7405,111.939
660,SARAWAK,DARO,DARO,2.6715,111.4317
661,SARAWAK,DARO,DARO,2.4883,111.5189
662,SARAWAK,DARO,DARO,2.6831,111.2937
663,SARAWAK,DARO,DARO,2.5113,111.3493
664,SARAWAK,DARO,DARO,2.5059,111.4502
665,SARAWAK,DARO,DARO,2.5122,111.4323
666,SARAWAK,JULAU,JULAU,1.9804,111.74799999999999
667,SARAWAK,JULAU,JULAU,1.7992,111.9197
668,SARAWAK,JULAU,JULAU,1.8019999999999998,111.8194
669,SARAWAK,JULAU,JULAU,2.0545,111.9595
670,SARAWAK,JULAU,JULAU,2.025,111.9175
671,SARAWAK,JULAU,JULAU,2.0287,111.912
672,SARAWAK,KANOWIT,KANOWIT,1.8867,112.1411
673,SARAWAK,KANOWIT,KANOWIT,2.0335,111.9956
674,SARAWAK,KANOWIT,KANOWIT,2.1653,112.2826
675,SARAWAK,KANOWIT,KANOWIT,2.0869999999999997,112.3389
676,SARAWAK,KANOWIT,KANOWIT,2.1015,112.1573
677,SARAWAK,KANOWIT,KANOWIT,2.1014,112.1474
678,SARAWAK,KAPIT,KAPIT,1.9737,112.8569
679,SARAWAK,KAPIT,KAPIT,1.9363,113.0941
680,SARAWAK,KAPIT,KAPIT,1.9109,113.57600000000001
681,SARAWAK,KAPIT,KAPIT,1.6178,113.0678
682,SARAWAK,KAPIT,KAPIT,2.0167,112.9414
683,SARAWAK,KAPIT,KAPIT,2.0153,112.9403
684,SARAWAK,KUCHING,KUCHING,1.5554,110.32700000000001
685,SARAWAK,KUCHING,KUCHING,1.4576,110.3009
686,SARAWAK,KUCHING,KUCHING,1.6337,110.4523
687,SARAWAK,KUCHING,KUCHING,1.7208,110.3425
688,SARAWAK,KUCHING,KUCHING,1.5853,110.37200000000001
689,SARAWAK,KUCHING,KUCHING,1.5864,110.3535
690,SARAWAK,LAWAS,LAWAS,4.4910000000000005,115.4821
691,SARAWAK,LAWAS,LAWAS,4.699,115.3365
692,SARAWAK,LAWAS,LAWAS,4.7859,115.5329
693,SARAWAK,LAWAS,LAWAS,4.9228,115.4683
694,SARAWAK,LAWAS,LAWAS,4.8612,115.4101
695,SARAWAK,LAWAS,LAWAS,4.8535,115.4009
696,SARAWAK,LIMBANG,LIMBANG,4.7549,114.8559
697,SARAWAK,LIMBANG,LIMBANG,4.627,114.825
698,SARAWAK,LIMBANG,LIMBANG,4.4538,115.0571
699,SARAWAK,LIMBANG,LIMBANG,4.0734,115.3149
700,SARAWAK,LIMBANG,LIMBANG,4.7579,115.0078
701,SARAWAK,LIMBANG,LIMBANG,4.755,115.0096
702,SARAWAK,LUBOK ANTU,LUBOK ANTU,1.0887,111.8828
703,SARAWAK,LUBOK ANTU,LUBOK ANTU,1.2397,111.8251
704,SARAWAK,LUBOK ANTU,LUBOK ANTU,1.0104,111.8339
705,SARAWAK,LUBOK ANTU,LUBOK ANTU,1.2315,111.9499
706,SARAWAK,LUBOK ANTU,LUBOK ANTU,1.1363,111.6688
707,SARAWAK,LUBOK ANTU,LUBOK ANTU,1.1487,111.6611
708,SARAWAK,LUNDU,LUNDU,1.7497,109.7889
709,SARAWAK,LUNDU,LUNDU,1.6379,109.9571
710,SARAWAK,LUNDU,LUNDU,1.5425,109.8411
711,SARAWAK,LUNDU,LUNDU,1.6214,110.1047
712,SARAWAK,LUNDU,LUNDU,1.6713,109.854
713,SARAWAK,LUNDU,LUNDU,1.6832,109.8514
714,SARAWAK,MARADONG,MARADONG,2.2077,111.6266
715,SARAWAK,MARADONG,MARADONG,2.2324,111.5223
716,SARAWAK,MARADONG,MARADONG,2.1267,111.7701
717,SARAWAK,MARADONG,MARADONG,2.0669999999999997,111.7022
718,SARAWAK,MARADONG,MARADONG,2.1703,111.6362
719,SARAWAK,MARADONG,MARADONG,2.1686,111.6345
720,SARAWAK,MARUDI,MARUDI,4.2913,114.2963
721,SARAWAK,MARUDI,MARUDI,4.2458,114.4409
722,SARAWAK,MARUDI,MARUDI,4.0983,114.4578
723,SARAWAK,MARUDI,MARUDI,4.3356,114.2659
724,SARAWAK,MARUDI,MARUDI,4.1788,114.3197
725,SARAWAK,MARUDI,MARUDI,4.1783,114.3265
726,SARAWAK,MATU,MATU,2.7948,111.6835
727,SARAWAK,MATU,MATU,2.6719999999999997,111.5627
728,SARAWAK,MATU,MATU,2.6377,111.5187
729,SARAWAK,MATU,MATU,2.7382,111.6362
730,SARAWAK,MATU,MATU,2.7158,111.5659
731,SARAWAK,MATU,MATU,2.6697,111.5398
732,SARAWAK,MIRI,MIRI,3.6056,113.8107
733,SARAWAK,MIRI,MIRI,3.7495,113.7874
734,SARAWAK,MIRI,MIRI,4.5411,114.1185
735,SARAWAK,MIRI,MIRI,4.3088,114.0175
736,SARAWAK,MIRI,MIRI,4.3967,113.9931
737,SARAWAK,MIRI,MIRI,4.4011,113.992
738,SARAWAK,MUKAH,MUKAH,2.9047,112.2649
739,SARAWAK,MUKAH,MUKAH,2.8395,112.04899999999999
740,SARAWAK,MUKAH,MUKAH,2.7778,112.3116
741,SARAWAK,MUKAH,MUKAH,2.6077,112.2148
742,SARAWAK,MUKAH,MUKAH,2.8973,112.0893
743,SARAWAK,MUKAH,MUKAH,2.8949,112.0915
744,SARAWAK,PADAWAN,PADAWAN,1.4261,110.3249
745,SARAWAK,PADAWAN,PADAWAN,1.4241,110.3267
746,SARAWAK,PADAWAN,PADAWAN,1.4289,110.3276
747,SARAWAK,PADAWAN,PADAWAN,1.4254,110.3273
748,SARAWAK,PADAWAN,PADAWAN,1.4274,110.3257
749,SARAWAK,PADAWAN,PADAWAN,1.425,110.3265
750,SARAWAK,PAKAN,PAKAN,1.7615,111.6857
751,SARAWAK,PAKAN,PAKAN,1.8603,111.7081
752,SARAWAK,PAKAN,PAKAN,1.9042,111.5955
753,SARAWAK,PAKAN,PAKAN,1.9708,111.6848
754,SARAWAK,PAKAN,PAKAN,1.8952,111.6804
755,SARAWAK,PAKAN,PAKAN,1.8941,111.6798
756,SARAWAK,SAMARAHAN,SAMARAHAN,1.4381,110.4571
757,SARAWAK,SAMARAHAN,SAMARAHAN,1.4893,110.4073
758,SARAWAK,SAMARAHAN,SAMARAHAN,1.4605,110.6323
759,SARAWAK,SAMARAHAN,SAMARAHAN,1.3823,110.4359
760,SARAWAK,SAMARAHAN,SAMARAHAN,1.4598,110.4955
761,SARAWAK,SAMARAHAN,SAMARAHAN,1.4592,110.477
762,SARAWAK,SARATOK,SARATOK,1.7486,111.3362
763,SARAWAK,SARATOK,SARATOK,1.7513,111.3026
764,SARAWAK,SARATOK,SARATOK,1.7159,111.3008
765,SARAWAK,SARATOK,SARATOK,1.7913,111.3121
766,SARAWAK,SARATOK,SARATOK,1.7384,111.3377
767,SARAWAK,SARATOK,SARATOK,1.7530000000000001,111.3414
768,SARAWAK,SARIKEI,SARIKEI,2.1179,111.5693
769,SARAWAK,SARIKEI,SARIKEI,2.0315,111.5108
770,SARAWAK,SARIKEI,SARIKEI,2.0919,111.3727
771,SARAWAK,SARIKEI,SARIKEI,2.1192,111.52799999999999
772,SARAWAK,SARIKEI,SARIKEI,2.1312,111.5221
773,SARAWAK,SARIKEI,SARIKEI,2.1304,111.5247
774,SARAWAK,SELAGAU,SELANGAU,2.5243,112.325
775,SARAWAK,SELAGAU,SELANGAU,2.5225,112.3261
776,SARAWAK,SELAGAU,SELANGAU,2.5231,112.32700000000001
777,SARAWAK,SELAGAU,SELANGAU,2.5251,112.3256
778,SARAWAK,SELAGAU,SELANGAU,2.5232,112.3258
779,SARAWAK,SELAGAU,SELANGAU,2.5246,112.3262
780,SARAWAK,SERIAN,SERIAN,1.2155,110.5741
781,SARAWAK,SERIAN,SERIAN,1.1640000000000001,110.6538
782,SARAWAK,SERIAN,SERIAN,1.2628,110.5391
783,SARAWAK,SERIAN,SERIAN,1.0507,110.5796
784,SARAWAK,SERIAN,SERIAN,1.1672,110.5664
785,SARAWAK,SERIAN,SERIAN,1.1731,110.5672
786,SARAWAK,SIBU,SIBU,2.3027,111.8864
787,SARAWAK,SIBU,SIBU,2.3315,111.6969
788,SARAWAK,SIBU,SIBU,2.4632,111.8946
789,SARAWAK,SIBU,SIBU,2.1284,111.9029
790,SARAWAK,SIBU,SIBU,2.2931,111.84200000000001
791,SARAWAK,SIBU,SIBU,2.2956,111.824
792,SARAWAK,SIMUNJAN,SIMUNJAN,1.0871,110.8881
793,SARAWAK,SIMUNJAN,SIMUNJAN,1.0823,110.9633
794,SARAWAK,SIMUNJAN,SIMUNJAN,1.1973,110.9248
795,SARAWAK,SIMUNJAN,SIMUNJAN,1.2381,110.7714
796,SARAWAK,SIMUNJAN,SIMUNJAN,1.186,110.9033
797,SARAWAK,SIMUNJAN,SIMUNJAN,1.1246,110.9326
798,SARAWAK,SONG,SONG,1.7051,112.7747
799,SARAWAK,SONG,SONG,1.8396,112.7143
800,SARAWAK,SONG,SONG,2.0002,112.5413
801,SARAWAK,SONG,SONG,1.6475,112.6978
802,SARAWAK,SONG,SONG,2.0005,112.54899999999999
803,SARAWAK,SONG,SONG,2.0075,112.5482
804,SARAWAK,SRI AMAN,SRI AMAN,1.1862,111.4494
805,SARAWAK,SRI AMAN,SRI AMAN,1.2713,111.3821
806,SARAWAK,SRI AMAN,SRI AMAN,1.2967,111.4906
807,SARAWAK,SRI AMAN,SRI AMAN,1.2027,111.5146
808,SARAWAK,SRI AMAN,SRI AMAN,1.2307,111.4561
809,SARAWAK,SRI AMAN,SRI AMAN,1.2341,111.4634
810,SARAWAK,TATAU,TATAU,2.8711,112.8515
811,SARAWAK,TATAU,TATAU,2.8888,112.8486
812,SARAWAK,TATAU,TATAU,2.9105,112.8581
813,SARAWAK,TATAU,TATAU,3.0045,112.8478
814,SARAWAK,TATAU,TATAU,2.8804,112.8545
815,SARAWAK,TATAU,TATAU,2.8779,112.8506
816,KEDAH,KUBANG PASU,SINTOK,6.4576,100.50299999999999
817,KEDAH,KUBANG PASU,SINTOK,6.446000000000001,100.486
818,KEDAH,KUBANG PASU,SINTOK,6.44,100.531
819,KEDAH,KUBANG PASU,SINTOK,6.442,100.479
820,KEDAH,KUBANG PASU,SINTOK,6.425,100.49799999999999
821,KEDAH,KUBANG PASU,SINTOK,6.4670000000000005,100.538
822,KEDAH,KUBANG PASU,BUKIT KAYU HITAM,6.5,100.411
823,KEDAH,KUBANG PASU,BUKIT KAYU HITAM,6.516,100.4352
824,KEDAH,KUBANG PASU,BUKIT KAYU HITAM,6.5,100.228
825,KEDAH,KUBANG PASU,BUKIT KAYU HITAM,6.515,100.3938
826,KEDAH,KUBANG PASU,BUKIT KAYU HITAM,6.495,100.3983
827,KEDAH,KUBANG PASU,BUKIT KAYU HITAM,6.513,100.445
